Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Country
8442,-0.462384673,1.474453828,0.896214837,1.585495359,1.615224299,0.804400515,1.611800065,-0.636585206,0.243489935,0.600627171,-0.598247812,-3.623596754,1.522481924,1.302325359,-0.279004641,0.137749035,-0.179921109,-0.10271023,-0.741654733,-0.086689325,-0.219822039,-0.168207273,-0.472306168,-1.397737764,0.257647052,0.01145806,-0.70421977,-0.4336309,53.73,0,Australia
63312,-1.399437125,0.816830865,1.633134511,3.291033899,-1.430194155,0.54351382,1.140216101,0.435835496,-1.344737236,0.112317691,-0.810122664,0.005724488,0.147127924,0.12082865,-0.158364195,-0.581014117,0.769940177,-0.120280887,1.003043294,0.820038682,0.176879057,0.186751877,0.467473579,0.720108044,0.496843433,0.351601134,0.110554701,0.109996981,307,0,UK
144197,2.16345832,-1.880650591,-0.325826625,-1.780583828,-1.578082198,0.652957026,-2.015717008,0.336695518,-0.696090156,1.669506005,-0.059160208,-0.810734294,-0.331276453,-0.514040873,-0.103041519,0.422925214,-0.164539585,1.154014387,0.036278832,-0.351475975,-0.07887654,0.107283238,0.271646991,-0.026019491,-0.548962814,-0.239342804,0.045716178,-0.034644148,52.32,0,Australia
73013,1.069442908,0.167492461,0.190274263,0.474365363,0.465965117,0.970597114,-0.228084558,0.378038707,-0.032042302,-0.48315224,0.945126938,0.77365556,0.460660635,-0.22861261,2.14944863,-0.802087986,1.181007194,-2.281352559,-1.751519893,-0.19727013,-0.16429805,-0.30882273,0.252977592,-0.994033293,-0.088242179,0.221944511,0.050334617,0.016766199,1.98,0,Canada
46944,1.209333771,-0.094489185,0.165447228,0.450506181,0.204967785,0.894306147,-0.307629081,0.225832687,0.34424166,-0.115225205,0.218957208,1.253766868,0.765303298,-0.193959045,-0.82121031,-0.125994706,-0.358235933,-0.229079732,0.552035255,-0.049728023,-0.094946706,0.000289252,-0.209417665,-1.071940564,0.625542953,0.493005742,0.001302712,-0.01088518,11.5,0,Germany
160358,-2.287295221,2.758934594,-1.09570353,-1.292419485,0.76700151,-0.783163025,1.491061183,-0.70278175,2.705657014,4.033888237,-0.478458719,-0.290572524,-0.070642137,-1.057714023,0.82857407,-0.937974822,-0.904530154,-0.121519678,-0.321890649,1.751419781,-0.155639359,1.104618499,-0.04476975,0.591618242,-0.220942383,-0.272502973,1.275901369,0.403684833,2.33,0,Canada
78530,1.080397552,0.158429226,0.913647309,1.397857032,-0.542227512,-0.350080325,-0.031135299,-0.029265758,0.313320976,-0.25020728,0.143086262,1.273199509,0.75199813,-0.183864794,-0.043447688,-0.758288899,0.344599472,-1.280881148,-0.520433799,-0.107188651,-0.185870293,-0.319134909,0.110543332,0.623229285,0.377917295,-0.55345216,0.060025904,0.035151351,24.58,0,Canada
48569,-1.083077738,2.402205016,0.253662334,2.574314567,0.190959082,-0.056364987,0.264803864,0.755039318,-1.938637963,0.732165601,-1.29600122,0.227202034,1.388911301,0.773833805,0.83160895,0.141761986,0.078122247,-0.244131528,1.297819788,0.240799774,-0.294939904,-0.90352585,0.046584719,-0.483748147,-0.214873492,-0.070634549,0.236442348,0.142328823,0,0,Germany
30837,1.187211972,-0.762100541,1.479061821,1.001151521,-1.585965314,0.317087846,-1.057677547,0.171555226,0.39626468,0.353716965,-1.538044891,0.771102169,0.42862288,-1.120968689,-1.958082046,-2.277146701,0.671923527,0.689484412,-0.331020384,-0.515395008,-0.632879271,-0.904090533,0.050521612,0.381405482,0.424450037,-0.426524894,0.115167282,0.043743921,29.67,0,Germany
48922,-0.858855833,1.02022864,1.122091068,-1.421523428,0.03659158,-0.784039213,0.757141527,-0.156907886,0.694947619,0.285426801,-0.264861592,-0.536136773,-1.067135745,-0.127026761,0.812872225,0.105199956,-0.426182584,-0.842458281,-1.119757088,0.224547432,-0.147875953,-0.135971374,-0.040334092,0.07691037,-0.25492441,0.767118507,0.104401053,-0.02347621,0.92,0,USA
112553,1.994624354,0.062445831,-1.622638238,0.344785656,0.391397362,-0.575529992,0.068742045,-0.065449348,0.250812504,-0.215839247,1.305851236,0.804772432,-0.260317807,-0.588534922,-0.437240374,0.412976555,0.35600878,0.067537444,0.202028943,-0.153388372,-0.292695612,-0.796939257,0.351366853,0.605042243,-0.337093948,0.148068737,-0.06601072,-0.038390219,9.99,0,France
159504,-1.201105438,1.373302399,0.28189988,-1.656324896,1.347608609,-1.571745473,2.149467298,-0.795997839,0.212263466,0.245918534,-0.835518614,-1.109531823,-1.751978122,0.327649508,0.09770204,-0.67752382,-0.584110583,-0.456507193,-0.552414974,0.242141502,-0.071181061,0.285632185,-0.755313782,-0.073858393,1.35510388,0.24881009,-0.092411864,-0.226480849,3.79,0,Canada
126518,-1.133992361,0.016830541,-1.172991444,0.010777992,1.591372382,-2.004303659,0.633795846,-0.001298465,-0.230780537,-0.549284035,-1.381213713,0.449566519,0.12361119,0.730524312,-1.259676901,0.210314398,-0.894688267,-0.403669051,-1.923699623,-0.622473176,0.39651481,1.014063049,-0.250155235,0.020624677,-1.493584966,-1.080649767,0.291678087,-0.02970121,10,0,France
35158,-0.795357209,0.603998607,1.656669206,0.020761824,0.848425612,-0.546937767,1.147058091,-0.247941102,-0.519024442,-0.552717359,-0.264023456,0.107148737,0.240621057,0.004698346,0.522253586,-0.191411967,-0.519217747,-0.557962674,-1.272206651,0.069425678,0.140491172,0.441905293,-0.1775558,0.080362427,0.261042696,-0.482832757,-0.088403589,-0.11175359,46,0,India
121253,1.601939886,-1.179463375,-1.997370152,-0.643573687,1.651513182,3.753880028,-0.812596649,0.953722578,1.122759578,-0.303412343,0.064067839,0.56678036,0.031569711,0.31012762,1.492197343,0.163031226,-0.736702184,-0.096218956,-0.325592398,0.241414542,-0.009636319,-0.457224845,0.220981221,0.652990047,-0.402194915,-0.933222865,0.040575434,0.001102696,200,0,Canada
124667,2.035960283,-0.326832041,-0.968594908,0.175302789,-0.118438194,-0.354099946,-0.279129486,-0.102456816,0.886159595,0.026717166,-1.109898073,0.252258559,0.257576274,-0.013232517,0.375797265,0.267249447,-0.548788559,-0.2634833,0.041991996,-0.125276954,-0.034533342,0.001590617,0.216463938,0.515494692,-0.229639013,0.519523273,-0.062773583,-0.049020667,20.85,0,India
84956,1.079110699,0.204621582,0.892382957,2.353399978,-0.410831915,0.197164533,-0.366879633,0.213750805,-0.531721947,0.858401314,0.620838474,-0.118327366,-0.962783797,0.464996555,0.208321347,1.279964401,-1.068238934,0.839139035,-0.810096286,-0.117304482,0.178782422,0.343690476,-0.126994063,-0.01203045,0.401444382,0.099759342,-0.004620102,0.019873581,38.03,0,UK
143757,-1.505143108,0.852083311,1.929716448,1.0076014,-0.700228601,0.169568898,-0.031334335,0.528072354,-0.149726672,-0.505771869,-1.085449818,0.328540703,0.86176492,-0.131059511,0.982013399,0.223938539,-0.257259171,0.520650487,0.455412191,0.099599861,0.06011039,0.242869533,-0.381287632,-0.017576735,0.390733188,-0.444699196,0.236226503,-0.0446947,90,0,India
130738,1.881810512,-1.250693745,-1.54532212,-0.751025058,-0.484131371,-0.680032682,-0.128075893,-0.303750153,-0.397168454,0.650552956,-0.753528729,-0.290818112,0.320477107,-0.158506635,-0.412856371,0.591605425,0.455041854,-1.950060009,0.802580285,0.331104791,0.070640644,-0.137474543,0.110446487,0.691258323,-0.118266973,-0.374180425,-0.064357236,-0.024272593,183.6,0,France
172688,-0.973245325,0.365459216,0.544880827,-0.01874973,0.823959837,-1.830568638,1.632718121,-0.26393083,-0.343031165,-0.894438027,-0.8207455,-0.60993225,-2.288177794,0.762907257,-1.462934922,-0.445705999,-0.25132288,-0.677450648,-1.835802185,-0.208682284,0.221750655,0.353157295,0.037998497,0.798246404,0.261837341,-0.820848126,0.052708986,0.161392494,89.9,0,Canada
12292,1.308487131,0.153370274,0.191467133,-0.001314743,0.016025784,-0.224301956,-0.183304187,-0.175526304,1.14371119,-0.352987287,1.792797726,-1.356750026,2.896338733,1.561169419,-0.453265297,0.596605782,-0.191925303,0.580427935,0.314818574,-0.004006089,-0.077842897,0.094323228,-0.188718449,-0.440686137,0.497581334,1.106475886,-0.106033532,-0.021220853,5.18,0,France
59571,-0.657611213,1.275364781,0.449538873,-0.281093426,0.316085967,-0.029249917,0.260602524,0.571932158,-0.749566875,-0.573567171,0.298566657,0.392962994,0.321328863,0.010154829,0.238083566,1.042461689,-0.500209163,0.777297183,0.631153559,0.077031901,-0.240223521,-0.801903685,-0.092517923,-0.890674092,-0.005786171,0.128896106,0.111581689,0.014106905,13.99,0,Canada
149677,-0.591318871,0.446883556,0.373871449,-2.138332132,0.435283747,-1.243097334,0.747661161,-0.102424337,-1.611004446,-0.434721994,1.272412503,-0.378230589,-0.330538866,-1.253243365,-1.464888645,1.402933352,0.898456029,-0.797171553,0.237230283,0.24894807,-0.041228959,-0.212609905,-0.34941876,-0.034060689,0.992773078,-0.242131857,0.122096334,-0.003485748,25,0,Canada
59224,-0.79163778,-0.035987526,1.294739946,-0.510967405,-0.777317228,-0.129579224,1.244317917,-0.096832298,-2.012144368,0.160752943,0.850567299,0.43113939,0.561771919,0.177770941,-0.63214747,-0.975181244,-0.773877236,1.905516608,-1.565884797,-0.057755688,-0.000456248,0.040778728,0.322839982,0.261706454,0.050682321,-0.496953708,0.061325221,0.143187429,228.57,0,UK
138620,1.924533919,-0.713383927,-0.585874814,0.13830585,-0.650611209,-0.145707693,-0.695980678,0.067909111,1.653555513,-0.20923357,-1.317035525,-0.102811113,-0.675253467,-0.070967838,0.661969204,0.215565993,-0.504706196,0.393755182,-0.076171669,-0.127332874,0.235064606,0.757117931,0.077487849,0.607531474,-0.119897346,0.155868036,-0.003641908,-0.031323851,56.71,0,France
72401,1.208809866,0.17294344,0.364560631,0.952865219,-0.277056332,-0.340571705,-0.126227245,0.026497202,-0.001404808,0.191753272,0.85674345,0.433655041,-0.584510507,0.558616007,0.394086994,0.464871124,-0.813478676,0.756809781,-0.072541042,-0.153391424,0.18875851,0.555942376,-0.206661058,0.006043252,0.713494571,-0.203320143,0.017615978,0.007831891,5.5,0,Canada
42486,-3.152086996,1.362087792,-0.934446881,-1.554591588,-1.645255253,0.274594222,-1.895993122,-4.606672754,-1.973043826,-0.928666258,-0.826434674,-0.531428582,-1.253256374,1.451781206,0.022099409,1.320761056,1.053878736,-1.669975575,-0.691364431,0.970357512,-2.265833698,1.470422631,-0.415687731,0.114997172,0.230397158,-0.18400931,0.186500932,-0.006858435,199,0,USA
81938,-0.674332859,1.226450845,2.287040547,0.352403189,-0.143315956,-0.972820511,0.956532172,-0.402282199,-0.61705923,0.044205285,0.445622438,0.523506903,1.035147692,-0.235017041,1.172582947,-0.379002666,-0.085953822,-0.60636827,0.541687262,0.326521166,-0.237583287,-0.436125271,-0.134559937,0.940559773,0.022708594,0.16797769,-0.017424097,-0.083395093,4.49,0,India
117620,-0.643691291,0.087503489,2.100979216,-2.093319937,0.076791883,0.078042888,0.44115816,-0.103515374,-1.344312056,-0.017444403,0.323887698,0.612463577,1.180993887,-0.584367808,-0.973430369,-0.72086939,-1.035251376,1.439115513,-0.876587685,-0.310046215,-0.633694458,-1.267052942,-0.206563744,-0.525422249,0.163503458,0.251062758,-0.173210761,-0.177315849,21.94,0,Germany
77724,1.618854957,-0.792724409,-0.462517429,-1.792886848,-0.461220783,-0.198535982,-0.62889303,-0.152911816,-2.38500864,1.61629974,0.188995841,-0.377549644,0.912570315,-0.021139237,-0.322574972,-0.057395052,-0.116048007,0.315880078,0.827676108,-0.287827824,-0.56813446,-1.284799414,0.004331915,-1.049715743,0.465586052,-0.414507539,0.004692599,-0.008053669,1.55,0,Canada
135730,1.990027426,-2.00532712,-0.561796231,-1.297042262,-1.50636598,0.288367581,-1.360587151,0.024109132,-0.551694426,1.242141235,-1.558769221,-0.210735625,0.959073197,-1.146689924,-1.348746517,-0.819524639,0.787069192,-0.541571682,0.348780715,-0.11598072,-0.483179179,-1.012146438,0.327721601,0.380988483,-0.502731128,-0.501482849,0.030034905,-0.008669861,151.25,0,Germany
137451,2.052595722,-0.10716175,-1.080114985,0.415512822,-0.171138674,-1.14462787,0.125855306,-0.271938735,0.639301161,0.083986736,-0.802507965,0.109723444,-0.595809985,0.411674628,0.159384958,-0.132990429,-0.19419794,-0.878047191,0.078602917,-0.272331485,-0.290814976,-0.729283675,0.354649902,-0.031170891,-0.335710489,0.203240168,-0.07188267,-0.061873162,1.98,0,France
151379,1.718423976,-1.2099112,-0.776574427,0.612411838,-0.799138907,0.220502712,-0.654755504,0.13435494,-0.394272912,1.116979251,0.370050789,0.150306405,-0.811657093,0.365511107,-0.347511337,-1.131427646,-0.469522297,1.902732392,-1.084905413,-0.368464924,-0.177193115,-0.360358731,0.165801851,0.609571657,-0.294809176,-0.735734248,0.024490702,-0.007092727,172,0,USA
48509,-0.235760728,0.490047839,1.908120908,0.067167873,-1.434273167,0.218683702,-1.410656937,-2.239815504,1.240892473,-0.534623085,-0.633659431,1.183425804,0.792879447,-0.789236272,-0.587785968,0.453001945,-0.298812923,-0.092334316,-1.205498986,-0.629266137,2.523614035,0.175968469,0.182579959,0.77354832,0.105181071,0.442180975,0.330830993,0.309942483,14.95,0,UK
86887,-5.874799004,5.436052623,-4.619095994,-2.05944291,-1.239987997,-1.731628981,-0.425654166,2.10483424,2.312097855,4.351404493,-0.093181293,0.546447118,-1.61177974,1.441162142,-0.539128737,-0.155583932,0.001310218,0.237019123,-0.328078658,1.661826678,-0.11683896,0.445731244,0.166154958,-0.534538027,0.65850697,0.141629839,1.189222231,0.519656025,5.99,0,India
168680,0.105434501,1.058747547,-0.209111088,-0.445610295,0.752425161,-1.010445869,0.981026103,-0.128085965,-0.118368501,-0.849493061,-0.1938016,0.188544066,0.18187339,-1.035892405,-0.253066681,0.129346306,0.571534566,-0.483735641,-0.471652006,0.012811454,-0.303675723,-0.707304011,0.152499377,0.990712436,-0.487685044,0.088593762,0.228109883,0.088915002,1.88,0,USA
82599,-0.594210399,-0.201237356,2.576051823,0.545966939,-0.468093005,0.519021573,0.216442949,-0.196814114,0.786777692,-0.01160943,-0.457401896,-0.206739755,-0.481257179,-0.884023677,0.840400275,-1.281163944,0.858567292,-0.695389307,1.972507877,0.213321137,-0.241738805,0.051412104,0.246120819,0.15969587,-0.523197858,1.150300415,-0.281481945,-0.395627117,53.02,0,USA
140932,2.037290321,-0.418491884,-0.494309733,0.324644581,-0.443678954,-0.160439703,-0.615243015,-0.055100254,1.205369065,-0.01310308,-1.527984047,0.505082703,1.013433164,-0.452545778,0.32033536,0.500431326,-0.796055038,0.147260529,0.00946954,-0.117430795,0.121670193,0.613284019,0.061364138,-0.637048368,-0.156942479,0.610425122,-0.015566425,-0.052382287,11.5,0,UK
135479,0.213693627,-0.078114657,0.681678258,-0.627239142,0.710593456,-0.463716332,0.369204209,-0.342810804,1.051182277,0.156018908,0.340538257,0.428429355,-0.563380872,-0.244894458,-0.581611133,0.290364864,-1.298224071,0.578209419,0.125184534,-0.214224024,-0.014180014,0.410120965,0.28277529,-0.386020701,-2.422624304,-1.039170035,0.002890879,-0.101570385,2.49,0,USA
70189,-0.92171355,0.993392135,1.041664025,-0.755426197,-0.226694213,-0.473481812,0.198715384,0.614658804,-0.214753043,-0.677758777,0.31878582,0.194228411,-1.345446021,0.631458386,-0.876563173,0.464913725,-0.423302109,0.209604443,0.19659334,-0.152513706,-0.135255296,-0.441213985,-0.07592281,-0.005649208,-0.221487195,0.302211184,0.164093045,0.10181233,1,0,Canada
136900,2.078087435,0.129361297,-1.733356959,0.408894593,0.407874997,-0.859469623,0.159428925,-0.212036184,0.554092311,-0.367241744,-0.679173723,-0.069305868,-0.299166253,-0.773354376,0.250058584,0.349511491,0.475381419,-0.244474473,0.075460116,-0.177674171,-0.372290257,-0.985145893,0.337487493,0.471767134,-0.263676985,0.176193255,-0.065245747,-0.031756461,1.98,0,Australia
124183,1.72331525,0.023940294,0.347274597,3.544824526,0.31248481,2.342909185,-1.089694293,0.769691432,-0.116274463,1.224962448,-0.769718659,-0.21217041,-0.258980398,-0.180855921,0.766845541,0.681333482,-0.238283856,-1.223408842,-2.93709089,-0.36432339,0.129658688,0.478046613,0.456582557,-0.418835472,-0.743760782,-0.099391364,0.078251748,-0.025961949,5.67,0,Australia
113855,-2.872392982,2.180439031,-1.592197451,-0.71187718,-0.043563793,-1.353329359,0.586243634,0.233790985,1.718968134,2.444496607,-0.618918387,-0.018157012,-0.47763236,0.136240931,0.699927327,-0.52096253,-0.288098564,0.015712217,-0.304060519,0.717370491,0.054169052,1.132715489,0.358228235,1.13436616,-0.257732642,-0.23690412,1.028920489,1.337073211,1,0,USA
73821,1.189602681,0.290179437,0.407204283,0.723444636,-0.373301886,-0.797145375,-0.006271765,-0.067332558,0.056528977,-0.317641452,0.389846518,0.251667401,-0.181650057,-0.173770849,1.358390528,0.106687723,0.410339531,-0.813692359,-0.677294768,-0.14385861,-0.242264206,-0.682773855,0.202908792,0.35100159,0.08856355,0.105014432,-0.008361983,0.030035941,1.98,0,France
2000,1.338562901,0.590990439,-0.428632697,0.897408679,0.57476579,-0.686798418,0.636099858,-0.388934396,-0.448506969,0.003137387,-0.854708703,0.739374924,1.644913139,0.214712191,0.577499789,-0.043732644,-0.702654616,-0.282116359,0.052753767,-0.034086164,-0.035288041,0.036834333,-0.266806065,-0.40617223,1.015315949,-0.248761776,0.001047442,0.005405532,0.74,0,USA
42688,1.335053154,0.331464026,-2.057762777,-0.346175355,2.583233822,2.854101997,-0.187547337,0.68515377,-0.286614069,-0.535902735,0.332848418,-0.268318739,-0.127614196,-0.868299961,1.128538982,0.786506054,0.316435261,0.587856253,0.049350083,0.045217441,-0.191819983,-0.650117796,-0.114069464,0.9159356,0.73007304,0.383879418,-0.031902304,0.029849341,0.76,0,Germany
78067,-0.969986133,1.037124244,1.338667049,-1.223463897,-0.477019568,-1.125020934,0.290033085,0.359615905,-0.23445357,-0.965263925,-0.580498246,0.291807429,0.390747877,0.201145738,0.433592536,0.708107589,-0.525852318,-0.346471453,-0.693219825,-0.03883064,-0.031620707,-0.174843032,-0.015188124,0.421799382,-0.30633787,0.720182009,0.134692716,0.106812373,7.68,0,France
83845,-0.084093785,0.594048998,1.332554297,-0.440025379,-0.495109839,-0.900617941,0.419728187,-0.093961768,0.398064746,-0.930147601,0.452796239,0.279856891,-0.44564873,0.563775812,2.590916332,-1.70143592,0.869206834,-0.220659411,1.736411894,0.076878531,0.158272313,0.636085815,-0.002002073,0.614204856,-0.575484871,-0.569232732,0.249932693,0.177963925,10,0,Canada
24766,0.054912851,0.946261469,0.605307679,1.163018987,0.258471071,1.392529987,-1.291234801,-2.492782447,0.585549877,-0.74718714,0.612383406,-2.283183723,1.39396383,2.332999412,0.205982881,0.851294405,-0.203854073,1.464843498,0.985646917,0.743919412,-1.520920456,-0.216117531,-0.223129206,-1.484193042,0.769647579,-0.252691499,0.087653565,0.22680288,36,0,Germany
151264,1.684390075,-0.863606576,-1.490419684,0.423257381,-0.470262127,-1.225943262,0.283321403,-0.320045345,0.678948631,0.116282088,-0.917319675,-0.700172712,-1.546692621,0.774939398,0.915058918,0.117767711,-0.331243092,-0.092630148,-0.378758725,0.090924292,0.332337734,0.556647484,-0.101806883,0.028745783,-0.1023773,0.781056679,-0.132060201,-0.038408139,204.92,0,UK
136896,-1.292054228,0.421003759,-1.16419572,0.586164322,2.818152943,0.833840197,0.803758794,0.455527672,-1.212706015,0.084515671,0.336963229,-0.594159115,-2.151791437,1.614403338,0.368165398,-1.637408499,0.633483101,-0.520469641,0.297610272,-0.234180434,0.440242131,1.265278616,-0.835391878,-0.904027139,0.628385032,0.037348124,-0.20964445,-0.364323699,1,0,UK
69844,1.177157801,0.073614997,-0.736232837,1.581592204,2.151838512,4.120586939,-0.616472418,0.986612273,-0.325330507,0.571540989,-0.794930373,-0.01811691,-0.193537612,-0.035968102,-0.703508155,0.425497432,-0.645429477,-0.068578537,-0.2494918,-0.017305827,-0.122445248,-0.354829172,-0.130732127,1.017045782,0.776974288,0.091090116,0.007275292,0.016678203,22.69,0,Germany
168678,-0.50868903,0.356332096,-0.518106151,-0.427701276,0.532717927,-0.801126682,0.701437103,0.242166399,-0.285375362,-0.866798136,-1.248447351,0.349337469,0.223759879,0.428627514,-0.715704069,-0.078010247,-0.206974334,-0.644934736,-0.007653794,0.009297298,-0.024553385,-0.388233537,0.335984253,0.741116441,-0.691876499,0.107268875,-0.087354923,-0.019988806,78.77,0,UK
24588,-2.878058983,2.702683553,0.37079499,-1.836652849,-0.291445723,-0.063636049,-0.111826133,-0.49854962,3.073931032,2.232935119,2.372058338,-1.561810352,1.815614713,0.834877669,-0.547285582,0.397939001,-0.089261982,-0.120597822,-1.233275018,1.119457414,0.278878867,-0.73869963,0.198426193,-0.37854897,0.205618285,0.766654842,1.238997253,0.663800901,0.77,0,UK
169172,-1.759996195,1.116853635,-0.765137365,-1.302034841,-0.425644663,-1.267149922,0.061556734,1.010484618,0.132111689,-1.727672622,-1.756422632,0.663826033,-0.334980954,0.891494899,-1.502775399,0.230702681,-0.109737447,-0.588509363,-1.072319276,-0.700207223,0.134325074,-0.022242061,0.016177994,-0.009384284,-0.625123196,-0.442072159,-0.451149618,-0.048239224,28.79,0,UK
119450,2.258512692,-1.534724759,-0.725847658,-1.803415565,-1.190360041,0.078203553,-1.451624678,0.044232911,-1.174481817,1.679139327,-0.139224754,-0.272132644,0.708191587,-0.478919587,-0.572111008,0.241966719,-0.245583219,0.644869777,0.52524742,-0.349835673,-0.407922712,-0.758779006,0.311945059,-1.104195643,-0.507439098,-0.442159421,0.030379904,-0.051968225,31.4,0,Canada
35735,1.185311319,-0.866045714,0.716462487,-0.81760278,-0.985562901,0.412862044,-1.066563478,0.303957803,-0.775245068,0.688942507,1.82139381,0.114116982,-0.088781094,-0.02972602,0.831303131,0.977149599,0.446551192,-1.408056215,-0.125621731,0.091471454,0.428846817,1.118557918,-0.064355511,-0.256838526,0.250363148,-0.066030864,0.046611043,0.01139385,49,0,Canada
137641,-0.263753389,0.296214964,-1.014977523,-1.480408177,0.841701763,-0.850819964,2.004331355,-0.512087762,-1.830988441,-0.062840809,-1.663049422,-1.031361402,-0.707839551,0.784613788,-0.569221459,-2.389283265,-0.037132767,1.257825746,-0.694946225,-0.313697056,0.059268975,0.470091252,-0.218254029,0.473866171,0.700833725,0.061769914,0.037325143,0.13672517,140.34,0,Canada
32004,-0.922508887,0.953558398,1.032512781,-0.748760272,-0.278651504,-0.489787373,0.16139074,0.645657234,-0.131568652,-0.661557374,0.229629748,-0.097457651,-1.898308335,0.741624252,-0.816416916,0.489184045,-0.389748054,0.275505004,0.198228768,-0.188053387,-0.141235984,-0.485391019,-0.068612773,-0.015203809,-0.240901023,0.303716617,0.160492471,0.100683301,1,0,France
139073,1.931340425,-0.604445695,-2.028344598,-1.219204021,0.155958178,-1.169515117,0.475248178,-0.425787556,0.73047423,-0.424205249,0.837151464,1.466124105,0.723752888,0.582315532,-0.075451365,-0.456187721,-0.588146875,0.089540685,1.050775629,0.07723454,0.165747814,0.459806465,-0.127177537,-0.39301074,0.222039572,0.352420818,-0.092457696,-0.06954808,108.37,0,India
130690,2.010156881,0.570501661,-2.204190557,0.870924981,0.33207757,-1.971148753,0.350708879,-0.395596991,0.522665026,-1.199698468,0.566532122,-0.230627707,-0.390446215,-2.445495838,1.119626059,0.605958727,1.992950295,1.082686867,-0.923910933,-0.192255669,0.127119709,0.560782845,0.01372891,0.177766982,0.177924215,-0.122124787,0.021920212,0.010839935,1,0,UK
53291,-0.883826143,0.427075873,1.980295308,-0.497547313,-0.081524298,-0.076740107,0.589730341,0.231577055,-0.547187545,-0.700195832,1.456473391,0.593963868,-0.366754915,0.269896037,0.08390239,0.433578153,-0.608591909,0.015570895,-1.00997944,0.028713218,0.233204066,0.453899536,0.01316274,0.226727619,-0.131310245,0.193470225,0.032849213,0.099178041,74.9,0,USA
72833,1.203144778,0.057832895,-0.159555336,0.970825469,0.512087868,0.904530783,-0.090961864,0.247012991,0.207911292,0.059268013,-0.14813815,0.47511143,-0.532502851,0.293294573,-0.633946016,-0.103718022,-0.448982302,0.029721651,0.4354691,-0.15666442,-0.141436572,-0.242543217,-0.24278331,-1.348729491,0.792766579,-0.244229695,0.029381077,-0.007998928,15.57,0,Germany
31830,1.161303517,-0.581819127,0.23418964,-0.562494309,-0.908693019,-0.450717452,-0.687695732,0.075359028,-1.008592588,0.264992383,2.194324726,0.058879415,0.038096764,-1.077523302,0.529084363,1.469186133,1.13134162,-0.851755361,0.14418779,0.216909795,0.180074379,0.289076277,-0.017247339,0.140076441,0.20841966,-0.28964002,0.029356033,0.045691831,77.4,0,India
53660,-1.532862059,-2.46492436,-0.610680662,-1.045418341,-2.237696121,0.518611781,3.12378976,-0.33294449,-1.628855786,-0.405797586,0.289064544,0.04154234,-0.011164862,0.217711852,-1.459199021,-1.172671656,-0.437575995,1.669058053,-0.890293141,1.316466233,0.281109643,-0.201715307,2.067552013,-0.058919062,-0.705569427,0.716144299,-0.158301102,0.265370009,844.98,0,Australia
45350,1.260727097,-0.560878486,0.038030762,-0.639471693,-0.882403649,-0.635327918,-0.676816785,0.008797426,-0.872847767,0.332866909,1.391443575,-0.533746213,-0.474545897,-1.015863012,0.383175975,1.944505835,0.695192662,-0.155035592,0.710192293,0.205554798,0.104290417,0.031047214,-0.096136002,-0.098428821,0.334713719,-0.283237535,0.009988538,0.040635018,67.4,0,USA
121957,1.929989841,0.129278068,-1.630019363,1.424849579,0.45171597,-1.111037867,0.770491734,-0.481512428,0.066526393,0.209102063,-0.826012691,0.780258512,0.599322614,0.375633493,-0.605841527,-0.772685374,-0.173862838,-0.754772018,-0.245841255,-0.142468841,0.090902773,0.417050974,-0.057375227,0.018335642,0.468063258,-0.497813989,-0.018789646,-0.051238806,60,0,Canada
129344,1.922431753,0.367657206,-2.326445099,1.401892581,0.996860213,-0.652921253,0.600642107,-0.188082865,-0.115926647,-0.202653277,1.158032118,0.626600757,-0.539929293,-0.755899613,-1.005316719,-0.030356667,0.776211748,0.542851955,-0.165024565,-0.161734935,0.032725618,0.184821558,-0.024888594,0.578208414,0.42835424,-0.544926469,-0.012073025,-0.026739277,39.72,0,France
28637,1.176718326,0.225464935,0.180053777,0.745292106,-0.373009925,-1.333547876,0.438459361,-0.385405178,-0.246556668,-0.061282576,0.110426754,0.71129714,0.74747123,0.292993676,0.689100938,-0.125166561,-0.210807705,-0.677696307,-0.254243101,0.015625286,-0.001114832,-0.032230011,-0.066994563,0.770536277,0.535562972,0.340189537,-0.054638619,0.018469975,48,0,USA
107433,-0.517706378,0.501919934,0.914577979,-1.250159244,2.63154533,4.191335269,-0.091213149,0.841754326,1.358564772,-1.127720993,1.021974444,-2.601316095,1.488652621,1.450711671,1.022050792,-0.344860916,0.211034695,0.404588293,0.415017124,0.15789038,-0.306660454,-0.562640558,-0.244050923,0.596494002,0.305084077,-0.707292613,-0.063767774,-0.15172034,11.27,0,France
37089,1.387666613,-0.518038509,-0.033627557,-0.707099047,-0.635891061,-0.584616902,-0.367242985,-0.133132117,-1.000402909,0.746361087,0.914923547,0.106844113,0.011506846,-0.027374782,-0.911485091,0.816905954,0.248868876,-1.062673135,1.22602049,0.088065162,0.186283373,0.539804249,-0.226833593,0.050848059,0.800531997,-0.062800463,-0.015036058,-0.007999518,20,0,Australia
